deal_number_version,unit_id,outlet,daypart,st_id,selling_title,advertiser,deal_name,deal_type,booked_week_monday,week_num,year,quarter,inv_len,inventory_type_code,feature,broadcast_date,actual_air_datetime,adu_ind,count_in_audience_totals,booked_dollars,rc_dollars,posting_status,primary_demo_code,primary_demo_selling_imps_booked,primary_demo_internal_estimates_or_actuals,hh_demo_selling_imps_booked,hh_demo_internal_estimates_or_actuals,a18_49_selling_imps,a18_49_post_internal_estimates_or_actuals,w18_49_selling_imps,w18_49_post_internal_estimates_or_actuals,m18_49_selling_imps,m18_49_post_internal_estimates_or_actuals,k2_11_selling_imps,k2_11_post_post_internal_estimates_or_actuals,p2_plus_selling_imps,p2_plus_post_internal_estimates_or_actuals,data_stream_set,rate_card_name,agency_name_buying,deal_flight_start_date,deal_flight_end_date,isci_code,brand,deal_status,business_date
188123-56,157187726,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),Paramount Pictures Corp.,TUDN Paramount 23.24 UF v5,Regular,6/24/24,13,2024,2,15,NR, ,,,N,Y,$46,$48,IE,A18-49,"4,459","3,076","7,170","4,945","4,459","3,076","1,610","1,111","2,849","1,965",800,553,"10,288","7,096",Program Live+SD,2023-2024 Upfront Ratecard,Wavemaker Global,09/25/2023,09/29/2024,,A Quiet Place,Order,2024-05-01
188123-56,157187728,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),Paramount Pictures Corp.,TUDN Paramount 23.24 UF v5,Regular,6/24/24,13,2024,2,15,NR, ,,,N,Y,$46,$48,IE,A18-49,"4,459","3,076","7,170","4,945","4,459","3,076","1,610","1,111","2,849","1,965",800,553,"10,288","7,096",Program Live+SD,2023-2024 Upfront Ratecard,Wavemaker Global,09/25/2023,09/29/2024,,A Quiet Place,Order,2024-05-01
187202-86,157301550,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),Lowe's,TUDN Lowe's 23/24 Upfront v4,Regular,4/29/24,5,2024,2,15,NR, ,,,Y,Y,$0,$0,IE,A25-54,,"3,428",,"4,945",,"3,076",,"1,111",,"1,965",,553,,"7,096",Program Live+SD,2023-2024 Upfront Ratecard,Starcom,09/25/2023,09/29/2024,,HPFT - Springfest,Order,2024-05-01
188123-56,157168945,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),Paramount Pictures Corp.,TUDN Paramount 23.24 UF v5,Regular,6/24/24,13,2024,2,30,NR, ,,,N,Y,$92,$96,IE,A18-49,"8,919","6,151","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Wavemaker Global,09/25/2023,09/29/2024,,A Quiet Place,Order,2024-05-01
191642-1,157325069,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,8/12/24,7,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157324572,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,7/8/24,2,2024,3,30,NR, ,,,N,Y,$151,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157324868,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,9/16/24,12,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157324855,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,9/16/24,12,2024,3,30,NR, ,,,N,Y,$151,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157324864,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,7/22/24,4,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157325219,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,9/16/24,12,2024,3,30,NR, ,,,N,Y,$151,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157324848,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,8/26/24,9,2024,3,30,NR, ,,,N,Y,$151,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157324852,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,9/9/24,11,2024,3,30,NR, ,,,N,Y,$151,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157319564,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,7/15/24,3,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157324578,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,7/29/24,5,2024,3,30,NR, ,,,N,Y,$151,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157324863,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,8/19/24,8,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157319465,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,8/19/24,8,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157319427,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,8/26/24,9,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157325070,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,9/9/24,11,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157324846,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,8/19/24,8,2024,3,30,NR, ,,,N,Y,$151,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157319052,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,8/26/24,9,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157325207,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,7/8/24,2,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157324865,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,7/29/24,5,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157319437,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,9/16/24,12,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157319551,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,7/8/24,2,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157324573,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,7/8/24,2,2024,3,30,NR, ,,,N,Y,$151,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157325072,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,7/15/24,3,2024,3,30,NR, ,,,N,Y,$151,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157319475,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,9/9/24,11,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157324575,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,7/15/24,3,2024,3,30,NR, ,,,N,Y,$151,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157319497,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,7/29/24,5,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157324576,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,7/22/24,4,2024,3,30,NR, ,,,N,Y,$151,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157324862,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,8/12/24,7,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157324577,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,7/22/24,4,2024,3,30,NR, ,,,N,Y,$151,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157325206,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,9/16/24,12,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157325205,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,9/9/24,11,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157325071,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,9/16/24,12,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157325208,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,8/26/24,9,2024,3,30,NR, ,,,N,Y,$151,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157319552,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,9/9/24,11,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157324853,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,9/9/24,11,2024,3,30,NR, ,,,N,Y,$151,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157324861,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,7/15/24,3,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157319453,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,7/22/24,4,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157324843,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,8/12/24,7,2024,3,30,NR, ,,,N,Y,$151,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157319090,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,7/22/24,4,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157324839,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,7/29/24,5,2024,3,30,NR, ,,,N,Y,$151,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157319527,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,7/15/24,3,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157324860,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,7/8/24,2,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157319565,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,7/29/24,5,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157319063,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,7/8/24,2,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157319566,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,8/19/24,8,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157324844,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,8/12/24,7,2024,3,30,NR, ,,,N,Y,$151,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157324845,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,8/19/24,8,2024,3,30,NR, ,,,N,Y,$151,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157324866,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,8/26/24,9,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191642-1,157319612,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),United Health Group - UHC Brand,TUDN United Healthcare 3Q'24 SC,Regular,8/12/24,7,2024,3,30,NR, ,,,N,Y,$150,$96,IE,A35-64,"11,501","7,932","14,341","9,890","8,919","6,151","3,221","2,221","5,698","3,930","1,601","1,105","20,577","14,192",Program Live+SD,2023-2024 Upfront Ratecard,Horizon Media Inc.,07/08/2024,09/22/2024,,Various,Most Likely,2024-05-01
191051-4,156896338,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),TBA,Farmacia de Ahorro 2Q-4Q24 SCATTER,Regular,4/8/24,2,2024,2,30,NR, ,,,N,Y,$169,$141,IE,A18+,"27,132","18,715","20,996","14,481","13,093","9,032","4,724","3,259","8,369","5,773","2,357","1,626","30,218","20,844",BD Program Live+SD,2023-2024 Upfront Ratecard,Univision Communications,04/01/2024,12/29/2024,,TBA,Most Likely,2024-05-01
191051-4,156818257,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),TBA,Farmacia de Ahorro 2Q-4Q24 SCATTER,Regular,12/2/24,10,2024,4,30,NR, ,,,N,Y,$173,$144,IE,A18+,"27,790","19,173","21,504","14,836","13,411","9,253","4,841","3,340","8,570","5,913","2,410","1,663","30,945","21,350",BD Program Live+SD,2023-2024 Upfront Ratecard,Univision Communications,04/01/2024,12/29/2024,,TBA,Most Likely,2024-05-01
191051-4,156818256,TUDN,FRINGE,204351,Early Fringe ROS (M-F 3-7P),TBA,Farmacia de Ahorro 2Q-4Q24 SCATTER,Regular,11/4/24,6,2024,4,30,NR, ,,,N,Y,$173,$144,IE,A18+,"27,790","19,173","21,504","14,836","13,411","9,253","4,841","3,340","8,570","5,913","2,410","1,663","30,945","21,350",BD Program Live+SD,2023-2024 Upfront Ratecard,Univision Communications,04/01/2024,12/29/2024,,TBA,Most Likely,2024-05-01
191654-1,157315046,GALAVISION,LATE NIGHT,240095,LATE NIGHT ROS (M-SU 12-3A),AT&T - Cricket Wireless,AT&T Cricket DDL 2Q v2,AltCurrencyVideoAmp,5/20/24,8,2024,2,30,VANR, ,,,N,Y,$75,$73,,A18-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comm'l Live +3,2023-2024 Upfront Ratecard,Hearts & Science,04/01/2024,06/30/2024,,Various,Order,2024-05-01
